ID,SMILES,Total_count,BBB+_count,BBB-_count,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,BBB+_normalised,BBB-_normalised,ratio
RING0122,c1nnncn1,1,1,0,0.0,82.06599999999999,-0.7334,4.0,0.0,51.56,0.0,6.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,54.0,0.00020177562550443906,0.0,0.0
RING0123,C1CN1,7,1,6,0.0,43.068999999999996,-0.41040000000000004,1.0,1.0,21.94,0.0,3.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,37.0,0.00020177562550443906,0.002104524728165556,0.91251112
RING0124,c1cOCCO1,27,25,2,0.0,86.09,0.5044,2.0,0.0,18.46,0.0,6.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,172.0,98.0,0.005044390637610976,0.0007015082427218519,0.12208851
RING0125,C1CccN1,18,18,0,0.0,69.107,0.4934,1.0,1.0,12.03,0.0,5.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,79.0,0.0036319612590799033,0.0,0.0
RING0126,C1=CNC=CC1,27,9,18,0.0,81.118,1.0070999999999999,1.0,1.0,12.03,0.0,6.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,210.0,111.0,0.0018159806295399517,0.006313574184496668,0.77661992
RING0127,C1CccCO1,4,2,2,0.0,84.11800000000001,0.9629000000000001,1.0,0.0,9.23,0.0,6.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,250.0,116.0,0.0004035512510088781,0.0007015082427218519,0.63481491
RING0128,c1cCnc-1,6,4,2,0.0,67.09099999999998,0.627,1.0,0.0,12.36,0.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,65.0,0.0008071025020177562,0.0007015082427218519,0.46500281
RING0129,C1OCccS1,2,2,0,0.0,102.15799999999999,1.221,2.0,0.0,9.23,0.0,6.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,172.0,92.0,0.0004035512510088781,0.0,0.0
RING0130,C1CCccN1,6,4,2,0.0,83.134,0.8835,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,292.0,129.0,0.0008071025020177562,0.0007015082427218519,0.46500281
RING0131,c1cSccN1,118,117,1,0.0,99.15799999999999,1.2651999999999999,2.0,1.0,12.03,0.0,6.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,89.0,0.02360774818401937,0.00035075412136092597,0.01464007
RING0132,C1COccN1,4,3,1,0.0,85.106,0.07739999999999997,2.0,1.0,21.259999999999998,0.0,6.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,208.0,107.0,0.0006053268765133172,0.00035075412136092597,0.36686653
RING0133,C1C=CNC=C1,1,1,0,0.0,81.11799999999998,1.0070999999999999,1.0,1.0,12.03,0.0,6.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,210.0,111.0,0.00020177562550443906,0.0,0.0
RING0134,C1CC[N+]CC1,31,8,23,0.0,84.142,0.7746999999999999,0.0,0.0,14.100000000000001,1.0,6.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,339.0,132.0,0.0016142050040355124,0.008067344791301298,0.83326998
RING0135,c1cCOC1,6,5,1,0.0,70.091,0.5728,1.0,0.0,9.23,0.0,5.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132.0,72.0,0.0010088781275221952,0.00035075412136092597,0.2579772
RING0136,c1cSCCN1,1,1,0,0.0,101.174,0.7939999999999998,2.0,1.0,12.03,0.0,6.0,0.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,208.0,107.0,0.00020177562550443906,0.0,0.0
RING0137,c1cCccCC1,12,12,0,0.0,94.157,2.2827,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,146.0,0.002421307506053269,0.0,0.0
RING0138,c1cCCccC1,12,11,1,0.0,94.15699999999998,2.2827,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,146.0,0.00221953188054883,0.00035075412136092597,0.13646502
RING0139,C1CO1,62,32,30,0.0,44.053,0.016600000000000004,1.0,0.0,12.53,0.0,3.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,32.0,0.00645682001614205,0.01052262364082778,0.61972723
RING0140,C1CCCN1,131,117,14,0.0,71.12299999999999,0.36979999999999996,1.0,1.0,12.03,0.0,5.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,234.0,93.0,0.02360774818401937,0.004910557699052964,0.17218967
RING0141,C1CNCCCSSCCNCCN1,1,1,0,0.0,235.422,0.5403000000000003,5.0,3.0,36.089999999999996,0.0,14.0,0.0,9.0,21.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846.0,571.0,0.00020177562550443906,0.0,0.0
RING0142,C1CCSSCCNCCNCCN1,1,1,0,0.0,235.422,0.5403000000000003,5.0,3.0,36.089999999999996,0.0,14.0,0.0,9.0,21.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846.0,571.0,0.00020177562550443906,0.0,0.0
RING0143,C1=NccC1,2,2,0,0.0,67.09100000000001,0.9746,1.0,0.0,12.36,0.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,65.0,0.0004035512510088781,0.0,0.0
RING0144,C1CC=NccN1,3,3,0,0.0,96.13299999999998,0.5217,2.0,1.0,24.39,0.0,7.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,128.0,0.0006053268765133172,0.0,0.0
RING0145,C1ccCCcc1,12,11,1,0.0,94.15699999999998,2.2827,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,146.0,0.00221953188054883,0.00035075412136092597,0.13646502
RING0146,C1=CNCC1,45,1,44,0.0,69.107,0.4934,1.0,1.0,12.03,0.0,5.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162.0,79.0,0.00020177562550443906,0.015433181339880744,0.98709458
RING0147,C1=CCCC1,38,32,6,0.0,68.119,1.7265,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,196.0,86.0,0.00645682001614205,0.002104524728165556,0.24581708
RING0148,c1cCNccC1,9,9,0,0.0,95.14499999999998,1.0496,1.0,1.0,12.03,0.0,7.0,0.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,137.0,0.0018159806295399517,0.0,0.0
RING0149,C1ccCCN1,6,3,3,0.0,83.134,0.5359,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,294.0,129.0,0.0006053268765133172,0.001052262364082778,0.63481491
RING0150,C1=CccNcc1,7,7,0,0.0,93.12899999999998,1.1731999999999998,1.0,1.0,12.03,0.0,7.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,119.0,0.0014124293785310734,0.0,0.0
RING0151,C1CCCCCCC/C=C\CC/C=C\C=C/CNC1,1,1,0,0.0,261.45300000000003,5.159200000000005,1.0,1.0,12.03,0.0,19.0,3.0,18.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7406.0,1031.0,0.00020177562550443906,0.0,0.0
RING0152,C1CCCCCCC/C=C/CC/C=C\C=C\CNC1,1,1,0,0.0,261.45300000000003,5.159200000000005,1.0,1.0,12.03,0.0,19.0,3.0,18.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7406.0,1031.0,0.00020177562550443906,0.0,0.0
RING0153,C1OCCO1,104,103,1,0.0,74.079,-0.009299999999999975,2.0,0.0,18.46,0.0,5.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,72.0,0.020782889426957222,0.00035075412136092597,0.01659695
RING0154,C1CN=CccN1,73,73,0,0.0,96.13299999999998,0.1741000000000001,2.0,1.0,24.39,0.0,7.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,128.0,0.014729620661824051,0.0,0.0
RING0155,C1CCCCN1,48,46,2,0.0,85.15,0.7599,1.0,1.0,12.03,0.0,6.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,392.0,147.0,0.009281678773204197,0.0007015082427218519,0.07026897
RING0156,C1ccCN1,18,18,0,0.0,69.10699999999999,0.14579999999999999,1.0,1.0,12.03,0.0,5.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,163.0,79.0,0.0036319612590799033,0.0,0.0
RING0157,c1nCCCCC1,1,1,0,0.0,97.161,1.6312,1.0,0.0,12.36,0.0,7.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,155.0,0.00020177562550443906,0.0,0.0
RING0158,c1cocn1,16,4,12,0.0,69.063,0.6745999999999999,2.0,0.0,26.03,0.0,5.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,51.0,0.0008071025020177562,0.004209049456331112,0.83909927
RING0159,c1cOCCC1,41,39,2,0.0,84.11800000000001,1.3105,1.0,0.0,9.23,0.0,6.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,246.0,114.0,0.007869249394673124,0.0007015082427218519,0.08184904
RING0160,C1=NCCCN1,15,4,11,0.0,84.122,0.008000000000000063,2.0,1.0,24.39,0.0,6.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,246.0,114.0,0.0008071025020177562,0.003858295334970186,0.82700243
RING0161,C1ccNccN1,5,5,0,0.0,96.13299999999998,0.16410000000000002,2.0,2.0,24.06,0.0,7.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,128.0,0.0010088781275221952,0.0,0.0
RING0162,C1=CccCcc1,3,3,0,0.0,92.14099999999999,2.0587,0.0,0.0,0.0,0.0,7.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,128.0,0.0006053268765133172,0.0,0.0
RING0163,C1=NCNC1,6,6,0,0.0,70.095,-0.3821000000000001,2.0,1.0,24.39,0.0,5.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,72.0,0.0012106537530266344,0.0,0.0
RING0164,c1c[nH]cnc1,19,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020177562550443904,0.003156787092248334,0.610061
RING0165,C1ccNCN1,5,2,3,0.0,84.122,-0.3496000000000001,2.0,2.0,24.06,0.0,6.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,250.0,120.0,0.0004035512510088781,0.001052262364082778,0.72280019
RING0166,C1C=cc=N1,1,1,0,0.0,65.075,0.381,1.0,0.0,12.36,0.0,5.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,41.0,0.00020177562550443906,0.0,0.0
RING0167,C1C=CNCC1,3,3,0,0.0,83.134,0.8835,1.0,1.0,12.03,0.0,6.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,292.0,129.0,0.0006053268765133172,0.0,0.0
RING0168,c1cnc[n+]c1,1,1,0,0.0,80.08999999999999,-0.0514,2.0,0.0,26.46,1.0,6.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,110.0,76.0,0.00020177562550443906,0.0,0.0
RING0169,C1=CCOC=C1,1,1,0,0.0,82.10199999999998,1.0865,1.0,0.0,9.23,0.0,6.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,173.0,98.0,0.00020177562550443906,0.0,0.0
RING0170,c1cc[o+]cc1,1,1,0,0.0,81.09399999999998,1.5607,0.0,0.0,11.3,1.0,6.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,140.0,89.0,0.00020177562550443906,0.0,0.0
RING0171,c1cCCCNC1,5,5,0,0.0,97.161,0.9259999999999999,1.0,1.0,12.03,0.0,7.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,155.0,0.0010088781275221952,0.0,0.0
RING0172,C1ccSN1,7,7,0,0.0,87.147,0.7515000000000001,2.0,1.0,12.03,0.0,5.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,65.0,0.0014124293785310734,0.0,0.0
RING0173,C1CCO1,10,2,8,0.0,58.08,0.4067,1.0,0.0,9.23,0.0,4.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,102.0,60.0,0.0004035512510088781,0.0028060329708874078,0.87426681
RING0174,C1CccCNC1,1,1,0,0.0,97.16100000000002,0.9259999999999999,1.0,1.0,12.03,0.0,7.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,155.0,0.00020177562550443906,0.0,0.0
RING0175,c1cCSC1,3,3,0,0.0,86.15899999999999,1.2894,1.0,0.0,0.0,0.0,5.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132.0,72.0,0.0006053268765133172,0.0,0.0
RING0176,C1=NccNC1,2,2,0,0.0,82.106,0.1316,2.0,1.0,24.39,0.0,6.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,172.0,98.0,0.0004035512510088781,0.0,0.0
RING0177,c1cnCCNC1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004035512510088781,0.0,0.0
RING0178,C1=CN=CC1,1,1,0,0.0,67.09100000000001,0.9746,1.0,0.0,12.36,0.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,65.0,0.00020177562550443906,0.0,0.0
RING0179,c1ccCCC1,47,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00887812752219532,0.001052262364082778,0.10596385
