NO.,SMILES,BBB+/BBB-,group,BRIC_IDs,RING_IDs,SIDECHAIN_IDs,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,RadiusOfGyration_RDKit,LogP_PubChem,TPSA_PubChem,HBA_PubChem,HBD_PubChem,Flexibility_PubChem,Charge_PubChem,AtomStereo_PubChem,LogP_Avg,TPSA_Avg,HBA_Avg,HBD_Avg,Flexibility_Avg,Charge_Avg,AtomStereo_Avg
4630,O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,BBB+,B,BRIC0060; BRIC0199; BRIC1333,RING0001; RING0018; RING0028,SC0001; SC0027,2,259.305,2.441,3,0,38.77,0,19,0,15,17,3,1,0,0,0,0,0,0,0,0,30,2,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3,3534,774,3.120153339,2.8,38.8,3,0,2,0,0,2.6205,38.785,3,0,2,0,0
4631,O=C(CN1CCC(c2ccc(F)cc2)C(COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1,BBB+,B,BRIC0014; BRIC0017; BRIC0130; BRIC0295; BRIC1002; BRIC3845,RING0001; RING0018; RING0028,SC0001; SC0005; SC0010; SC0026,7,465.496,5.0609,5,0,48,0,34,2,27,25,4,1,0,2,0,0,0,0,0,0,44,1,0,18,0,0,0,0,0,0,0,0,0,1,1,3,1,4,0,0,0,3,2,5,11957,1594,5.155995035,5.5,48,7,0,7,0,2,5.28045,48,6,0,7,0,2
4632,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCCC1CN1CCCC1,BBB+,B,BRIC0014; BRIC0058; BRIC0081; BRIC0215; BRIC0260; BRIC3846,RING0001; RING0028; RING0058,SC0001; SC0010; SC0028,4,354.416,3.7248,2,0,23.55,0,25,1,19,25,1,2,0,3,0,0,0,0,0,0,45,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3,7518,1129,4.095597158,3.6,23.6,5,0,4,0,1,3.6624,23.575,3.5,0,4,0,1
4633,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1,BBB+,B,BRIC0014; BRIC0215; BRIC0260; BRIC0522; BRIC3846,RING0001; RING0028; RING0058,SC0001; SC0010; SC0012,4,355.309,4.0128,2,0,23.55,0,23,1,18,24,1,2,0,0,2,0,0,0,0,0,42,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3,6219,983,4.372551619,4,23.6,2,0,4,0,1,4.0064,23.575,2,0,4,0,1
4634,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)CC1CN1CCC(O)C1,BBB-,B,BRIC0014; BRIC0021; BRIC0260; BRIC0359; BRIC0468; BRIC0522,RING0001; RING0033; RING0058,SC0001; SC0002; SC0007; SC0010; SC0012,8,416.349,1.1076,5,2,67.25,0,27,2,19,27,3,3,0,0,2,0,0,0,0,0,49,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3,8901,1193,4.376088352,1.3,67.3,5,2,6,0,2,1.2038,67.275,5,2,7,0,2
4635,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2C1CN1CCC(O)C1,BBB-,B,BRIC0260; BRIC0468; BRIC0522; BRIC3847,RING0001; RING0049; RING0058; RING0071,SC0001; SC0002; SC0010; SC0012,5,409.317,2.4516,4,2,72.46,0,27,2,19,22,2,4,0,0,2,0,0,0,0,0,40,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6997,1092,4.609056914,1.9,72.5,4,2,4,0,2,2.1758,72.48,4,2,4.5,0,2
4636,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2C1CN1CCCC1,BBB-,B,BRIC0215; BRIC0260; BRIC0522; BRIC3847,RING0001; RING0049; RING0058; RING0071,SC0001; SC0010; SC0012,4,393.318,3.4808,3,1,52.23,0,26,1,19,22,1,4,0,0,2,0,0,0,0,0,39,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6619,1032,4.254221579,2.9,52.2,3,1,4,0,1,3.1904,52.215,3,1,4,0,1
4637,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3848,RING0001; RING0058; RING0071,SC0001; SC0010; SC0012,4,403.353,4.7577,2,0,23.55,0,27,1,22,24,1,2,0,0,2,0,0,0,0,0,41,1,0,12,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4,7633,1102,4.046003397,4.7,23.6,2,0,4,0,1,4.72885,23.575,2,0,4,0,1
4638,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccsc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3849,RING0001; RING0029; RING0058; RING0071,SC0001; SC0010; SC0012,4,409.382,4.8192,3,0,23.55,0,26,1,20,22,1,2,1,0,2,0,0,0,0,0,39,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6619,1032,4.205280757,4.4,51.8,3,0,4,0,1,4.6096,37.675,3,0,4,0,1
4639,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCC(O)C1,BBB+,B,BRIC0260; BRIC0468; BRIC0522; BRIC3850,RING0001; RING0013; RING0058; RING0071,SC0001; SC0002; SC0010; SC0012,5,409.313,3.3215,4,1,56.92,0,27,2,20,22,3,2,0,0,2,0,0,0,0,0,40,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6967,1090,3.813863184,2.8,56.9,4,1,4,0,2,3.06075,56.91,4,1,4.5,0,2
4640,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3850,RING0001; RING0013; RING0058; RING0071,SC0001; SC0010; SC0012,4,393.314,4.3507,3,0,36.69,0,26,1,20,22,2,2,0,0,2,0,0,0,0,0,39,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6590,1030,4.539665913,3.8,36.7,3,0,4,0,1,4.07535,36.695,3,0,4,0,1
4641,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3851,RING0001; RING0029; RING0058; RING0071,SC0001; SC0010; SC0012,4,409.382,4.8192,3,0,23.55,0,26,1,20,22,1,2,1,0,2,0,0,0,0,0,39,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6590,1030,4.274324491,4.4,51.8,3,0,4,0,1,4.6096,37.675,3,0,4,0,1
4642,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2C1CN1CCC(O)C1,BBB-,B,BRIC0260; BRIC0468; BRIC0522; BRIC3852,RING0001; RING0026; RING0058; RING0308,SC0001; SC0002; SC0010; SC0012,5,409.317,2.3825,5,1,61.6,0,27,2,19,22,2,4,0,0,2,0,0,0,0,0,40,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6997,1092,4.068058859,1.5,61.6,4,1,4,0,2,1.94125,61.6,4.5,1,4.5,0,2
4643,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3852,RING0001; RING0026; RING0058; RING0308,SC0001; SC0010; SC0012,4,393.318,3.4117,4,0,41.37,0,26,1,19,22,1,4,0,0,2,0,0,0,0,0,39,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6619,1032,3.889225947,2.5,41.4,3,0,4,0,1,2.95585,41.385,3.5,0,4,0,1
4644,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2C1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3853,RING0001; RING0058; RING0064; RING0308,SC0001; SC0010; SC0012,4,394.306,2.8067,5,0,54.26,0,26,1,18,21,1,5,0,0,2,0,0,0,0,0,38,1,0,11,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6298,1009,4.385647287,2.5,54.3,4,0,4,0,1,2.65335,54.28,4.5,0,4,0,1
4645,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CSc3ncn[nH]3)CSC12,BBB-,B,BRIC0003; BRIC0009; BRIC0260; BRIC0423; BRIC2372; BRIC3611,RING0003; RING0021; RING0029; RING0070,SC0001; SC0002; SC0008; SC0009; SC0010; SC0014,7,437.528,0.9396,9,3,128.28,0,28,2,16,15,4,5,3,0,0,0,0,0,0,0,32,4,0,10,0,0,0,0,0,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,5903,1153,4.306996449,1,207,9,3,7,0,2,0.9698,167.64,9,3,7,0,2
4646,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,BBB-,B,BRIC0003; BRIC0009; BRIC0260; BRIC2247; BRIC2373; BRIC3611,RING0003; RING0005; RING0021; RING0115,SC0001; SC0002; SC0008; SC0009; SC0010; SC0014,7,440.492,-0.9445,13,2,156.09,0,28,2,13,12,4,8,3,0,0,0,0,0,0,0,29,4,0,10,0,0,0,0,0,0,1,1,2,0,2,0,1,1,0,0,0,2,2,4,4809,1011,3.452680859,-0.7,235,12,2,7,0,2,-0.82225,195.545,12.5,2,7,0,2
4647,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,BBB-,B,BRIC0003; BRIC0009; BRIC0027; BRIC0869; BRIC2376; BRIC2377; BRIC3611,RING0001; RING0003; RING0005; RING0021,SC0001; SC0002; SC0005; SC0006; SC0009,11,542.577,-0.9173,14,4,204.91,0,35,3,18,18,8,6,3,0,0,0,0,0,0,0,39,6,0,11,0,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,0,2,2,4,10511,1655,4.56474183,-1.9,264,13,4,9,0,3,-1.40865,234.455,13.5,4,10,0,3
4648,O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,BBB+,B,BRIC0031; BRIC0074; BRIC0507; BRIC3854,RING0009; RING0033; RING0037; RING0050; RING0140; RING0329,SC0002; SC0007,6,419.529,1.598,6,0,69.64,0,31,6,24,29,2,5,0,0,0,0,0,0,0,0,55,4,0,6,0,0,0,0,0,0,1,1,0,1,1,1,4,5,0,0,0,1,6,7,13067,1892,3.868438862,1.4,69.6,6,0,6,0,6,1.499,69.62,6,0,6,0,6
4649,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,BBB+,B,BRIC0031; BRIC0074; BRIC2393; BRIC3855,RING0001; RING0033; RING0050; RING0140; RING0326,SC0002; SC0007,6,426.586,3.3737,6,0,56.75,0,30,2,23,30,2,4,1,0,0,0,0,0,0,0,52,2,0,10,0,0,0,0,0,0,0,0,1,1,2,1,2,3,0,0,0,2,3,5,13363,1864,4.156745456,3.9,85,6,0,6,0,2,3.63685,70.875,6,0,6,0,2
4650,O=C1CC2c3cc(Cl)ccc3OC3(CCNCC23)N1,BBB+,B,BRIC3856,RING0001; RING0028; RING0155; RING0159,SC0002; SC0012,0,278.739,1.6417,3,2,50.36,0,19,3,14,15,2,2,0,0,1,0,0,0,0,0,30,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,3,4,2353,518,3.086864977,,,,,,0,,1.6417,50.36,3,2,0,0,3
4651,O=C1CCC(C(=O)N2CCCCC2)N1,BBB+,B,BRIC0040; BRIC0060; BRIC1479,RING0028; RING0140,SC0001; SC0002,1,196.25,0.2775,2,1,49.41,0,14,1,10,16,2,2,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,1884,437,2.877227943,0,49.4,2,1,1,0,1,0.13875,49.405,2,1,1,0,1
4652,O=C1CCC(c2ccccc2)(C2CCN(CC=Cc3ccccc3)CC2)C(=O)N1,BBB+,B,BRIC0027; BRIC0214; BRIC0825; BRIC2398,RING0001; RING0028; RING0155,SC0002; SC0007; SC0010,5,388.511,3.7864,3,1,49.41,0,29,1,25,28,2,2,0,0,0,0,0,0,0,0,45,3,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,10672,1540,4.868264632,3.8,49.4,3,1,5,0,1,3.7932,49.405,3,1,5,0,1
4653,O=C1CCC2C3Cc4cccc(O)c4C2(CCN3CC2CC2)C1,BBB+,B,BRIC0014; BRIC0455; BRIC3857,RING0001; RING0010; RING0028; RING0050; RING0114,SC0002; SC0010,3,311.425,3.0396,3,1,40.54,0,23,3,20,25,2,1,0,0,0,0,0,0,0,0,45,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,3,4,5677,846,3.313792855,2.7,40.5,3,1,2,0,3,2.8698,40.52,3,1,2.5,0,3
4654,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,BBB+,B,BRIC3858,RING0001; RING0380,SC0002; SC0012; SC0039,1,286.718,2.6398,2,1,55.17,0,20,0,15,11,2,2,0,0,1,0,0,0,0,0,19,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2103,500,3.239278689,2.3,52.9,3,1,1,0,0,2.4699,54.035,2.5,1,1,0,0
4655,O=C1NC(=O)C2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)N1,BBB-,B,BRIC0014; BRIC0215; BRIC0260; BRIC0522; BRIC3859,RING0001; RING0012; RING0028; RING0058,SC0002; SC0010; SC0012; SC0045,4,439.343,2.2009,4,2,81.75,0,29,2,20,24,3,4,0,0,2,0,0,0,0,0,47,3,0,6,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,3,4,8291,1149,3.818493946,2.2,81.8,4,2,4,0,2,2.20045,81.775,4,2,4,0,2
4656,O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,BBB+,B,BRIC0130; BRIC0171; BRIC1651; BRIC3860,RING0001; RING0058; RING0087; RING0164,SC0002; SC0007; SC0026,4,379.435,3.5489,3,1,52.65,0,28,3,22,22,2,3,0,1,0,0,0,0,0,0,40,2,0,12,0,0,0,0,0,0,1,1,0,1,1,2,1,3,0,0,0,2,3,5,7958,1365,5.175400736,2.9,52.7,4,1,4,0,3,3.22445,52.675,3.5,1,4,0,3
4657,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,BBB+,B,BRIC2470; BRIC3823; BRIC3861,RING0032; RING0102,SC0002; SC0005; SC0075,5,309.529,-0.4629,6,3,88.38,0,17,6,8,11,6,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,1620,422,3.203220398,1,88.4,6,3,2,0,6,0.26855,88.39,6,3,3.5,0,6
4658,OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+,B,BRIC0081; BRIC0246; BRIC0754; BRIC1107; BRIC2471,RING0001; RING0028; RING0264,SC0005; SC0007; SC0010; SC0026; SC0028,6,451.529,6.2253,3,1,23.47,0,31,0,24,25,1,1,1,4,0,0,0,0,0,0,46,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,10591,1467,4.164240834,5.9,48.8,7,1,5,0,0,6.06265,36.135,5,1,5.5,0,0
4659,OCCN1CCN(CCC=C2c3ccccc3COc3ccc(Cl)cc32)CC1,BBB+,B,BRIC0021; BRIC0074; BRIC1107; BRIC2475,RING0001; RING0033; RING0201,SC0005; SC0007; SC0010; SC0012,6,398.934,3.6641,4,1,35.94,0,28,0,23,27,2,2,0,0,1,0,0,0,0,0,45,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,9992,1435,4.878741528,4,35.9,4,1,5,0,0,3.83205,35.92,4,1,5.5,0,0
4660,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+,B,BRIC0021; BRIC0074; BRIC0081; BRIC1107; BRIC2476,RING0001; RING0033; RING0264,SC0005; SC0007; SC0010; SC0028,6,434.527,4.6017,4,1,26.71,0,30,0,23,25,1,2,1,3,0,0,0,0,0,0,45,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,10188,1442,4.774679985,4.5,52,7,1,5,0,0,4.55085,39.355,5.5,1,5.5,0,0
4661,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,BBB+,B,BRIC0021; BRIC0074; BRIC1107; BRIC1782,RING0001; RING0033; RING0264,SC0005; SC0007; SC0010; SC0012,6,400.975,4.2363,4,1,26.71,0,27,0,22,25,1,2,1,0,1,0,0,0,0,0,42,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,8802,1349,4.199912934,4.3,52,4,1,5,0,0,4.26815,39.355,4,1,5.5,0,0
4662,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,BBB+,B,BRIC0017; BRIC0067; BRIC0084; BRIC0173,RING0001; RING0015,SC0002; SC0005,9,286.28,-1.6424,7,5,119.61,0,20,5,13,18,7,0,0,0,0,0,0,0,0,0,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,3686,672,3.208606223,-1.2,120,7,5,4,0,5,-1.4212,119.805,7,5,6.5,0,5
4663,[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1,BBB+,B,BRIC0014; BRIC0455; BRIC3862,RING0001; RING0114; RING0378,SC0006; SC0012; SC0039,3,339.826,3.7309,3,1,50.46,0,24,0,19,18,1,3,0,0,1,0,0,0,0,0,31,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,4932,881,3.817572913,3.1,48.2,3,1,3,0,0,3.41545,49.33,3,1,3,0,0
4664,c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,BBB+,B,BRIC0027; BRIC1567,RING0001; RING0028; RING0102,,3,309.409,3.4452,3,1,30.49,0,23,2,20,23,2,1,0,0,0,0,0,0,0,0,37,0,0,12,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,2,2,4,5826,910,3.575442707,3.4,30.5,3,1,3,0,2,3.4226,30.495,3,1,3,0,2
4665,CC(=O)NC1C(I)C(NC(C)=O)C(I)C(C(=O)O)C1I,BBB-,B,BRIC0001; BRIC0003; BRIC0078; BRIC3863,RING0050,SC0002; SC0006; SC0007; SC0008; SC0010; SC0011; SC0014,5,619.963,1.121,4,3,95.5,0,20,6,11,15,4,2,0,0,0,0,3,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2816,529,3.307854641,1.3,95.5,4,3,3,0,4,1.2105,95.5,4,3,4,0,5
4666,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,BBB+,B,BRIC0003; BRIC1342; BRIC3568; BRIC3864,RING0003; RING0021; RING0027; RING0055,SC0002; SC0007; SC0008; SC0010; SC0014; SC0048,12,547.595,0.0355,12,4,188.39,1,37,2,22,23,7,6,2,0,0,0,0,0,0,0,46,6,0,11,0,0,0,0,0,0,1,1,1,0,1,1,1,2,0,0,0,2,2,4,14181,1838,5.063741005,-0.2,242,12,4,9,1,2,-0.08225,215.195,12,4,10.5,1,2
4667,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,BBB-,B,BRIC0303; BRIC3865,RING0050; RING0051; RING0053,SC0001; SC0002; SC0010; SC0045,6,360.45,1.8457,5,2,91.67,0,26,7,21,28,5,0,0,0,0,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,4,4,7443,1064,3.593020702,1.1,91.7,5,2,3,0,7,1.47285,91.685,5,2,4.5,0,7
4668,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,BBB-,B,BRIC0001; BRIC0017; BRIC3663; BRIC3866,RING0015; RING0375,SC0002; SC0008; SC0010; SC0014,18,924.091,0.7117,18,12,319.61,0,65,19,47,73,17,1,0,0,0,0,0,0,0,0,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,110907,6047,5.852241502,0,320,18,12,3,0,19,0.35585,319.805,18,12,10.5,0,19
4669,CCCc1ccc(Cl)cc1,BBB-,B,BRIC0097; BRIC0122,RING0001,SC0007; SC0010; SC0012,3,154.64,3.2925,0,0,0,0,10,0,9,11,0,0,0,0,1,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,786,255,2.649364958,4.2,0,0,0,2,0,0,3.74625,0,0,0,2.5,0,0
4670,CCOc1cccc(F)c1B(O)O,BBB+,B,BRIC0012; BRIC0017; BRIC3867,RING0001,SC0002; SC0007; SC0026; SC0074,6,183.975,-0.0958,3,2,49.69,0,13,0,8,10,3,0,0,1,0,0,0,0,1,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1058,289,2.592847559,,49.7,4,2,3,0,0,-0.0958,49.695,3.5,2,4.5,0,0
4671,CC[C@H](C)[C@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)NCCCC[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,BBB-,B,BRIC0003; BRIC0027; BRIC0031; BRIC0033; BRIC0040; BRIC0118; BRIC0142; BRIC0959; BRIC1354; BRIC1540; BRIC1541; BRIC1542; BRIC1543; BRIC3868; BRIC3869,RING0001; RING0049; RING0241; RING0242,SC0002; SC0006; SC0007; SC0010; SC0014; SC0018; SC0020; SC0021; SC0045,45,1422.72,-1.6776,21,17,530.87,0,100,15,66,103,16,17,1,0,0,0,0,0,0,0,180,15,0,11,15,7,8,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,1,3,310809,12117,6.433987557,,,,,,0,,-1.6776,530.87,21,17,45,0,15
4672,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2ccccc2C1=O,BBB-,B,BRIC0046; BRIC0054; BRIC3870,RING0001; RING0024; RING0025; RING0026,SC0002; SC0010; SC0022,8,369.381,0.7502,8,2,117.51,0,27,0,18,19,4,5,0,0,0,0,0,0,0,0,32,1,0,16,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3,6444,1064,4.14869972,,,,,,0,,0.7502,117.51,8,2,8,0,0
4673,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,BBB+,B,BRIC0005; BRIC0017; BRIC0194; BRIC0253; BRIC2014; BRIC3782; BRIC3783,RING0001; RING0015; RING0031,SC0002; SC0005; SC0007; SC0010; SC0017,35,1085.156,-0.24928,24,11,358.2,0,76,25,52,76,24,0,0,0,0,0,0,0,0,0,146,2,0,11,0,0,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,2,6,8,148805,7857,6.723385012,0.6,358,24,11,15,0,25,0.17536,358.1,24,11,25,0,25
4674,N#Cc1ccc(N2CCC3(CCNCC3)CC2)cc1,BBB-,B,BRIC0392; BRIC3871,RING0001; RING0028,SC0031,1,255.365,2.52828,3,1,39.06,0,19,0,16,21,0,3,0,0,0,0,0,0,0,0,35,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3,3928,804,3.711486656,2.4,39.1,3,1,1,0,0,2.46414,39.08,3,1,1,0,0
4675,NC(=O)N1c2ccccc2[C@H]2O[C@@H]2c2ccccc21,BBB+,B,BRIC0437; BRIC3872,RING0001; RING0110; RING0139,SC0002; SC0006,0,252.273,3.0294,2,1,58.86,0,19,2,15,12,2,2,0,0,0,0,0,0,0,0,21,1,0,12,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2023,473,,1.3,58.9,2,1,0,0,2,2.1647,58.88,2,1,0,0,2
4676,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccsc2[C@H]1CN1CCCC1,BBB+,B,BRIC0215; BRIC0260; BRIC0522; BRIC3873,RING0001; RING0029; RING0058; RING0071,SC0001; SC0010; SC0012,4,409.382,4.8192,3,0,23.55,0,26,1,20,22,1,2,1,0,2,0,0,0,0,0,39,1,0,11,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,2,2,4,6619,1032,4.102085809,4.4,51.8,3,0,4,0,1,4.6096,37.675,3,0,4,0,1
4677,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,BBB-,B,BRIC0001; BRIC0017; BRIC0289; BRIC2385,RING0001; RING0035,SC0001; SC0002; SC0005; SC0008; SC0017,9,468.37,1.5925,11,3,165.89,0,34,0,23,16,11,0,0,0,0,0,0,0,0,0,35,6,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,9060,1567,5.48276223,1.9,166,11,3,8,0,0,1.74625,165.945,11,3,8.5,0,0
